T_mem,T_grok,T_circuit,T_circuit_25,T_circuit_75,T_circuit_90,T_test_50,exc_min,T_exc_min,T_exc_recover,T_exc_enter,T_res_01,res_final,l2_peak,T_l2_peak,l2_final,l2_init,gini_final,gini_max,T_gini_05,n_keys,emerg_first,emerg_last,emerg_spread,wl_kf_conc_final,config,family,momentum,regime,seed,gap,gap_ratio,circuit_lead,cleanup_dur,dip_width,mem_to_excmin
177.94531549848404,3734.721357893134,3526.092263188612,2600.8550776369802,4927.666775072157,24992.41266016866,3033.8124796035936,4.972726352231872e-08,430.0,3270.0,160.0,3024.7421669265505,6.429241792683112e-09,16184.885341166868,2710.0,6957.965382620922,1774.7362294197083,0.8988540470600128,0.9031979441642761,2978.9225442442635,5,0.0,0.0,0.0,0.8977180123329163,Muon m=0 slow,Muon,0.0,slow,3,3556.77604239465,20.98802852680295,208.62909470452223,2840.0,3110.0,252.05468450151596
179.8802075022799,3604.609643561191,3146.0827417034225,2214.970392083571,3887.6785323243876,4781.049338311696,2893.1689892463437,1.585898346613783e-07,440.0,2910.0,170.0,2697.245248438042,1.7685602424968045e-09,15586.31760572968,2630.0,6279.3700512564465,1780.501963853836,0.919070839881897,0.9235826134681702,2852.7900421194095,5,0.0,0.0,0.0,0.9665299355983734,Muon m=0 slow,Muon,0.0,slow,4,3424.7294360589112,20.038945327075545,458.52690185776873,2470.0,2740.0,260.11979249772014
43.16072676279111,1464.5759983762114,1890.7591223861461,1390.289039102749,2521.5843626451883,3874.1920989922774,1065.949719755802,0.0046695205653863115,60.0,240.0,30.0,1398.3355958593618,3.220673280567036e-10,60332.30396575108,1020.0,5797.123665748484,1783.3782138824463,0.9348172247409821,0.9350535273551941,1432.3456286343035,5,0.0,0.0,0.0,0.9977062344551086,Muon m=0.95 fast,Muon,0.95,fast,0,1421.4152716134204,33.93307083139349,-426.1831240099348,180.0,210.0,16.839273237208893
46.9842507909117,1467.691516393135,1610.8911727313946,1154.5913866762623,3374.3264205426817,,822.7475202802239,0.004705112481525761,60.0,210.0,30.0,1169.9211564118102,7.702969734087542e-08,60351.54862759542,1050.0,6945.673114862842,1787.0870623588562,0.8909135162830353,0.8910873532295227,1466.6386037516743,5,0.0,0.0,0.0,0.8655961453914642,Muon m=0.95 fast,Muon,0.95,fast,1,1420.7072656022233,31.23794658181577,-143.1996563382595,150.0,180.0,13.015749209088298
45.15190632784099,1644.9512044702262,1703.1660249034142,1105.5521685730773,3353.063005872084,,766.3443278863215,0.0056831155568665154,60.0,160.0,30.0,1331.191767169753,1.3306734776019563e-06,59874.38278870529,640.0,7242.029197317659,1779.1197283267975,0.8822067677974701,0.8822073936462402,1656.0709042486146,5,0.0,0.0,0.0,0.7869509160518646,Muon m=0.95 fast,Muon,0.95,fast,2,1599.7992981423852,36.431489570484366,-58.214820433187924,100.0,130.0,14.84809367215901
47.412161465965355,1888.2404526310447,2282.018868953482,1604.48294158362,9673.004694835681,12075.852481909356,823.5180347161333,0.004840788071389619,60.0,210.0,30.0,1633.4026053909624,7.479675576130833e-11,61114.4101903243,1070.0,6395.641249250286,1774.7362294197083,0.9176457524299622,0.9176701903343201,1613.9015089257314,5,0.0,0.0,0.0,0.9921473860740662,Muon m=0.95 fast,Muon,0.95,fast,3,1840.8282911650795,39.82607825181122,-393.77841632243735,150.0,180.0,12.587838534034645
47.26428401378847,1705.3262319429366,1731.250699308998,1124.4457341004063,2512.3391508930517,4879.217776067719,789.1025635636414,0.004860697555795887,60.0,170.0,30.0,819.2411089158693,1.7868000020651215e-10,59611.09240113967,1030.0,5966.0750596396365,1780.501963853836,0.9364897608757019,0.936799168586731,1412.9779881400113,5,0.0,0.0,0.0,0.9955891370773315,Muon m=0.95 fast,Muon,0.95,fast,4,1658.0619479291481,36.080653024288694,-25.924467366061435,110.0,140.0,12.735715986211531
183.33929214939707,6147.683012165882,5157.119910894862,3580.1398808641793,6397.627380501955,7477.460185098187,4646.886793401224,5.407319863785246e-09,520.0,4320.0,160.0,4779.324257605751,9.209084653101855e-10,18414.635757530777,3130.0,5734.890241513782,1783.3782138824463,0.9362611174583435,0.9412763714790344,4300.248854325788,5,0.0,0.0,0.0,0.9845167994499207,Muon m=0.95 slow,Muon,0.95,slow,0,5964.343720016485,33.531726560590954,990.5631012710201,3800.0,4160.0,336.66070785060293
186.80611898333748,5288.455387165522,4847.78199788515,3344.259492583472,6143.412619075621,,4475.859356138496,1.3001606692037098e-08,540.0,4130.0,170.0,4508.953464365951,1.008766375120587e-06,18002.91942381364,3070.0,7141.896731745726,1787.0870623588562,0.8911459147930145,0.8937362432479858,4058.816012405594,5,0.0,0.0,0.0,0.8214862048625946,Muon m=0.95 slow,Muon,0.95,slow,1,5101.649268182184,28.30986166806043,440.67338928037134,3590.0,3960.0,353.19388101666254
182.64583424489444,4000.5545093480578,3777.6389211811206,2693.836030303724,5317.748902166871,,3482.5594966255644,2.439138990075514e-07,740.0,3620.0,170.0,3308.807230021711,4.912917992349189e-09,17248.163960363134,2880.0,6924.571899411297,1779.1197283267975,0.9007220268249512,0.9007364511489868,3291.5641847169195,5,0.0,0.0,0.0,0.8841244280338287,Muon m=0.95 slow,Muon,0.95,slow,2,3817.908675103163,21.903343845138295,222.91558816693714,2880.0,3450.0,557.3541657551056
